ENDSVILLE400_0001	ながしぎりがかんぜんにはいれば、でばふのこうかがふよされる。
GUEST1000_5_4465	きゅうばんではりつき、おこぼれをもらうようすになぞらえた、ひゆひょうげんです。
GUEST1000_5_4466	う゛ぉいてくわ、しかぎしのめんきょをもっていません。
GUEST1000_5_4467	こわもてが、しゅうかつにもえいきょうしているようです。
GUEST1000_5_4468	くびをしめるちからをつよめると、くぇとないてから、ぐったりうごかなくなってしまいました。
GUEST1000_5_4469	しっそうしたいもうとのてがかりが、すとりーとびゅーからみつかるかもしれません。
GUEST1000_5_4470	とこなつでわたいせきがへんかするので、けろしんふゅーえるわ、じゅうりょうではかります。
GUEST1000_5_4471	むろらんでにんきのじぇらーとてんが、ついにかんとうじょうりくです。
GUEST1000_5_4472	ねでょあのことばからわ、かくごがみてとれました。
GUEST1000_5_4473	りゅうとしょうねんが、ゆうかんにたちむかうものがたりです。
GUEST1000_5_4474	うぉーるがいのじさつしゃわ、ふえるいっぽうでしょうね。
GUEST1000_5_4475	きょじつおりまぜた、ぐぇんどりんのかいえんがひかります。
GUEST1000_5_4476	あといっぽで、かしゅでびゅーというところまできました。
GUEST1000_5_4477	ぴぇ、とかんだかいこえが、のうずいにしみるんです。
GUEST1000_5_4478	にゅーじゃーじーしゅうでわ、こっきけいようがぎむづけられています。
GUEST1000_5_4479	つねに、ぎぇーばーほうていしきがなりたつとわかぎりません。
GUEST1000_5_4480	ずぃーぶらにほうたいをまいたら、はくばにみえるかなとおもったんです。
GUEST1000_5_4481	せきねんのうらみをはらすつもりが、みまいのしなまでもって、びょういんえきてしまいました。
GUEST1000_5_4482	あのこみぐあいだと、にじかんわならばないとむりそうですよ。
GUEST1000_5_4483	ぐんしゅうのむこうに、ぶーどぅーをかきならすおとこのすがたがありました。
GUEST1000_5_4484	うわさのちゃーはんをたべに、おじゃましました。
GUEST1000_5_4485	しまいでべつべつのへやをほしがるのわ、ぜいたくでわありません。
GUEST1000_5_4486	にぇーるのだきゅうわ、さちゅうかんをぬけていきました。
GUEST1000_5_4487	じょせいのさんせいけんにかんするしょせきを、きょうどうであらわしています。
GUEST1000_5_4488	さきかたがすいじょうか、ちぇっくしてください。
GUEST1000_5_4489	ぴゅーりたんないでも、はばつかんのとうそうがあったそうです。
GUEST1000_5_4490	きゃんぷじょうまでのどうちゅうで、れいとうしょくひんをかっておきましょう。
GUEST1000_5_4491	でゅえりすとたるもの、かならずくとうてんをつけましょう。
GUEST1000_5_4492	ぴょんぴょんはねるので、あきびんにとじこめました。
GUEST1000_5_4493	ついしのけっか、えるふぇにるあらにんかごうぶつのあんぜんせいに、もんだいないことがかくにんされました。
GUEST1000_5_4494	けいけんのうむにいぞんしないせっけいが、ひゅーまんえらーをふせぐのです。
GUEST1000_5_4495	みょうなにおいをはっしていたので、しりごみしてしまいました。
GUEST1000_5_4496	ぎゅうにくもんだいのかちゅうにいるこうじょうえ、しゅざいしてみました。
GUEST1000_5_4497	ぴーたーわ、じゅうおうむじんにかけまわっています。
GUEST1000_5_4498	ごごまでにわ、さんびゃくにんをこえるみとおしです。
GUEST1000_5_4499	しょうがつにゆきがふるなんて、ひさしぶりです。
GUEST1000_5_4500	でも、くぃーんとはつおんするひともいますよね？
GUEST1000_5_4501	すこるつぉねらわきくかなので、めばなとおばなのくべつわない。
GUEST1000_5_4502	ちゅうごくでわ、はかりうりがいっぱんてきなのだそうだ。
GUEST1000_5_4503	ねんのため、にょたいかちゅういのたぐをつけてつぃーとした。
GUEST1000_5_4504	ちぇろだけでなく、しょうそういんにおさめられたびわのしゅうぜんにも、たずさわっています。
GUEST1000_5_4505	こくないとっぷしぇあをほこるへいしゃのとらくたーに、たがやせないたはたわない。
GUEST1000_5_4506	う゛ぃじゅあるうぇいとわ、れいあうとをかんがえるうえで、じゅうようである。
GUEST1000_5_4507	ひんこんゆえに、じゅうぶんないりょうをうけられないびょうにんもいる。
GUEST1000_5_4508	ぜんかいとわうってかわって、わふうていすとにしあげた。
GUEST1000_5_4509	ふぃるむごしにみるふうけいでわ、りんじょうかんがうすらいでしまう。
GUEST1000_5_4510	おもいにもつをさげて、らすきぇるのとおりをかっぽする。
GUEST1000_5_4511	かくいうわたしも、でゃんばーのえのみりょくにとりつかれたもののひとりだ。
GUEST1000_5_4512	でぃーろんのしっぴつにいどむときがきたようだな。
GUEST1000_5_4513	ばりぇわ、こうちゃのあいこうかであった。
GUEST1000_5_4514	ろっぴゃくまんえんきふした。
GUEST1000_5_4515	おまわりさんわ、たどたどしくつぁいちぇんとてをふった。
GUEST1000_5_4516	ぶんかざいをぜんかいさせる、すてゅーぴっどぶり。
GUEST1000_5_4517	ぐぁるねりのねいろにせまるなど、おろかなこころみといわざるをえない。
GUEST1000_5_4518	ぐぃねびあのあくへきがでた。
GUEST1000_5_4519	たろうくんわ、せんぶんすぃーびーのあいだをうごきまわるものとする。
GUEST1000_5_4520	さんびゃくろくじゅうごにちねるまもおしんで、かいぞうにあけくれた。
GUEST1000_5_4521	こうようから、めどぎぇしぇぎはーざをひもとく。
GUEST1000_5_4522	ちょくせつとうしを、けいりょうもでるによってとりあつかう。
GUEST1000_5_4523	がいこつのすてっきをもつ、かれのしょくぎょうわしょうせつかだ。
GUEST1000_5_4524	いちぶのががくでわ、おつからぎょうえのちょうやくがみられる。
GUEST1000_5_4525	きぬどうふのくぉりあだって、きみたちのなかにそんざいするのだよ。
GUEST1000_5_4526	じょじょにぶろっくがつみあがる。
GUEST1000_5_4527	てんじぇーをしばるじょうけんから、きせきわほうぶつせんをなす。
GUEST1000_5_4528	うぃーあーざわーるどわ、わらべうたでわありません。
GUEST1000_5_4529	こうじょうなので、べつにひくつもりわない。
GUEST1000_5_4530	ばのりょうしろんにおいても、りゅうたいりきがくがとうじょうする。
GUEST1000_5_4531	としぶやこうぎょうちたいわ、ひーとあいらんどげんしょうがおこりやすい。
GUEST1000_5_4532	こうみゃくをほりあててやるというもくろみわ、あわときえた。
GUEST1000_5_4533	てゃーねりーさんわ、ていきゅうぶしょぞく。
GUEST1000_5_4534	いみょうまでつくなんて、またなにかやってしまったか？
GUEST1000_5_4535	けんやくかのう゛ぁんぱいあわ、すまいもかんそなものだ。
GUEST1000_5_4536	ふゅーじょんにおける、さすふぉーのひびきをたっとぶ。
GUEST1000_5_4537	としのせにわものがこわれやすく、ずぃーおんとうさいのましんがおなくなりになった。
GUEST1000_5_4538	てょとみんちょうたいでほられているが、これわみすたいぷである。
GUEST1000_5_4539	そうぜつなでゅえるをえがいたさくひん。
GUEST1000_5_4540	しゃないでもどしてもいいように、えちけっとぶくろをしのばせておく。
GUEST1000_5_4541	じょうかくで、ぐぅーぐぅーねているところをはっけんされた。
GUEST1000_5_4542	ようちえんのせんせいも、きがるにさんきゅうをとれるせいどがあるとよい。
GUEST1000_5_4543	いぇすとくちでわいっていても、そのひょうじょうわにがってみえる。
GUEST1000_5_4544	ほしょうせいどとぐんかくわ、ひょうりいったいだったのである。
GUEST1000_5_4545	しめわざがきまるしゅんかんを、ぱぶりっくびゅーいんぐでかんせんしていた。
GUEST1000_5_4546	とっぴょうしもないことだが、かのうせいがないわけでわない。
GUEST1000_5_4547	ぴゅーたーこうじょうで、じゅうぎょういんのぼしゅうがあった。
GUEST1000_5_4548	ちゅうしょうきぎょうをたすけるために、こんつぇるんをそうししたのだった。
GUEST1000_5_4549	どぅーむぞくのすむしまえ、しせつをつかわした。
GUEST1000_5_4550	じつのところ、しぃをだれがこうあんしたかわ、さだかでわない。
GUEST1000_5_4551	みどりがおかてんもんだいでわ、くぇーさーのせきほうへんいをかんそくできる。
GUEST1000_5_4552	じこうのせんさーがはんのうせず、ぷらすちっくのふたがあかないのですが？
GUEST1000_5_4553	ぱてんととろーるにもちゅういをはらいつつ、しんちょうにすすめよう。
GUEST1000_5_4554	ぴぇくとへんきょくのかるてっとを、へいわえのいのりをこめてささげる。
GUEST1000_5_4555	にぇーすーしーとわ、にじゅうよんのかたをいみする、たいきょくけんのえんぶだ。
GUEST1000_5_4556	しゃくどういろのふぁーが、かぜにたなびく。
GUEST1000_5_4557	せいさくしゃいがいが、とぅーるびよんにてをくわえることわ、ごはっととされる。
GUEST1000_5_4558	かんじんかなめのびぇんかがいないのでわ、こんさーとわちゅうしだな。
